lemma,lemma_freq,gloss,form,stressed_syll,monosyll,case,number,short_cluster,full_cluster,noep,ep
проявление,8248,manifestation,проявле'нием,3,FALSE,inst,sg,пр,пр,52,0
проявление,8248,manifestation,проявле'ниями,3,FALSE,inst,pl,пр,пр,55,0
пряник,1275,cake,пря'никами,1,FALSE,inst,pl,пр,пр,30,0
психолог,3227,psychologist,психо'логом,2,FALSE,inst,sg,пс,пс,38,0
рвение,899,zeal,рве'нием,1,FALSE,inst,sg,рв,рв,27,11
ртуть,1051,mercury,рту'тью,1,FALSE,inst,sg,рт,рт,18,14
сбор,9761,collection,сбо'ром,1,FALSE,inst,sg,сб,сб,0,48
сбор,9761,collection,сбо'рами,1,FALSE,inst,pl,сб,сб,2,28
сбыт,1520,sale,сбы'том,1,FALSE,inst,sg,сб,сб,0,28
сведение,17205,reduction,све'дениями,1,FALSE,inst,pl,св,св,3,52
сведение,17205,reduction,сведе'ниями,2,FALSE,inst,pl,св,св,3,52
сверстник,1584,contemporary,све'рстниками,1,FALSE,inst,pl,св,св,5,124
свет,72049,light,све'том,1,FALSE,inst,sg,св,св,24,180
свет,72049,light,све'та,1,FALSE,gen,sg,св,св,2,93
свидетель,9341,witness,свиде'телем,2,FALSE,inst,sg,св,св,1,25
свидетель,9341,witness,свиде'телями,2,FALSE,inst,pl,св,св,1,38
свинец,1708,lead,свинцо'м,2,FALSE,inst,sg,св,св,14,14
свисток,1386,whistle,свистко'м,2,FALSE,inst,sg,св,св,5,22
свободный,33607,free,свобо'дным,2,FALSE,inst,sg,св,св,17,40
свободный,33607,free,свобо'дными,2,FALSE,inst,pl,св,св,5,57
свод,3807,vault,сво'дом,1,FALSE,inst,sg,св,св,1,26
свод,3807,vault,сво'дами,1,FALSE,inst,pl,св,св,0,60
свойство,18187,property,сво'йствами,1,FALSE,inst,pl,св,св,11,85
свойство,18187,property,свойства'ми,2,FALSE,inst,pl,св,св,11,85
связь,51190,Contact,свя'зью,1,FALSE,inst,sg,св,св,0,30
связь,51190,Contact,свя'зями,1,FALSE,inst,pl,св,св,4,59
святой,28467,saint,святы'м,2,FALSE,inst,sg,св,св,13,63
святой,28467,saint,святы'ми,2,FALSE,inst,pl,св,св,9,171
священник,9736,priest,свяще'нником,2,FALSE,inst,sg,св,св,28,87
священник,9736,priest,свяще'нниками,2,FALSE,inst,pl,св,св,1,22
скатерть,2673,tablecloth,ска'терти,1,FALSE,gen,sg,ск,ск,0,21
скелет,1893,skeleton,скеле'том,2,FALSE,inst,sg,ск,ск,0,22
склад,7979,warehouse,скла'да,1,FALSE,gen,sg,ск,скл,1,162
склад,7979,warehouse,скла'дов,1,FALSE,gen,pl,ск,скл,0,46
склад,7979,warehouse,скла'да,1,FALSE,gen,sg,ск,скл,1,162
склад,7979,warehouse,складо'в,2,FALSE,gen,pl,ск,скл,0,46
склон,5848,slope,скло'на,1,FALSE,gen,sg,ск,скл,0,45
склон,5848,slope,скло'нов,1,FALSE,gen,pl,ск,скл,0,58
склонность,2989,penchant,скло'нностью,1,FALSE,inst,sg,ск,скл,4,51
скорбь,3312,sorrow,ско'рбью,1,FALSE,inst,sg,ск,ск,2,59
скорость,15886,rate,скоростя'ми,3,FALSE,inst,pl,ск,ск,0,55
скот,5747,livestock,ското'м,2,FALSE,inst,sg,ск,ск,2,79
слабость,7843,weakness,сла'бостью,1,FALSE,inst,sg,сл,сл,3,29
славянин,3587,Slav,славяна'ми,3,FALSE,inst,pl,сл,сл,16,34
след,20318,trace,сле'дом,1,FALSE,inst,sg,сл,сл,0,23
след,20318,trace,следа'ми,2,FALSE,inst,pl,сл,сл,13,330
след,20318,trace,сле'да,1,FALSE,gen,sg,сл,сл,0,30
следователь,7853,investigator,сле'дователем,1,FALSE,inst,sg,сл,сл,2,124
следователь,7853,investigator,сле'дователями,1,FALSE,inst,pl,сл,сл,0,29
следствие,11046,consequence,сле'дствием,1,FALSE,inst,sg,сл,сл,0,61
словарь,3798,Dictionary,словарём,3,FALSE,inst,sg,сл,сл,2,54
слово,195018,word,сло'вом,1,FALSE,inst,sg,сл,сл,36,440
слово,195018,word,сло'ва,1,FALSE,gen,sg,сл,сл,2,39
слово,195018,word,сло'в,1,TRUE,gen,pl,сл,сл,2,858
сложность,5232,complexity,сло'жностью,1,FALSE,inst,sg,сл,сл,0,28
слой,12956,layer,сло'ем,1,FALSE,inst,sg,сл,сл,1,20
слон,3651,elephant,слоно'м,2,FALSE,inst,sg,сл,сл,0,38
слон,3651,elephant,слона'ми,2,FALSE,inst,pl,сл,сл,1,27
слух,15642,hearing,слу'хом,1,FALSE,inst,sg,сл,сл,0,32
слух,15642,hearing,слу'хами,1,FALSE,inst,pl,сл,сл,2,19
слух,15642,hearing,слу'ха,1,FALSE,gen,sg,сл,сл,0,21
случай,124443,case,слу'чаями,1,FALSE,inst,pl,сл,сл,2,25
слушатель,4768,listener,слу'шателями,1,FALSE,inst,pl,сл,сл,1,41
смелость,3310,courage,сме'лостью,1,FALSE,inst,sg,см,см,4,26
смерть,58269,death,сме'ртью,1,FALSE,inst,sg,см,см,15,887
смерть,58269,death,сме'рти,1,FALSE,gen,sg,см,см,0,100
смесь,6421,mixture,сме'сью,1,FALSE,inst,sg,см,см,1,61
смешок,862,snicker,смешко'м,2,FALSE,inst,sg,см,см,1,84
смирение,2551,humility,смире'нием,2,FALSE,inst,sg,см,см,16,133
смотритель,2136,warden,смотри'телем,2,FALSE,inst,sg,см,см,15,12
смущение,2895,embarrassment,смуще'нием,2,FALSE,inst,sg,см,см,48,45
смысл,48382,meaning,смы'слом,1,FALSE,inst,sg,см,см,3,137
снабжение,2246,supply,снабже'нием,2,FALSE,inst,sg,сн,сн,1,43
снаряд,6731,projectile,снаря'дом,2,FALSE,inst,sg,сн,сн,1,20
снаряд,6731,projectile,снаря'дами,2,FALSE,inst,pl,сн,сн,5,88
снаряжение,1700,equipment,снаряже'нием,3,FALSE,inst,sg,сн,сн,1,33
снижение,6569,reduction,сниже'нием,2,FALSE,inst,sg,сн,сн,0,91
снимок,3865,snapshot,сни'мками,1,FALSE,inst,pl,сн,сн,0,35
снятие,1561,withdrawal,сня'тием,1,FALSE,inst,sg,сн,сн,0,31
сон,29284,sleep,сно'м,1,TRUE,inst,sg,сн,сн,0,123
сон,29284,sleep,сна',1,TRUE,gen,sg,сн,сн,1,295
спаситель,3836,savior,спаси'телем,2,FALSE,inst,sg,сп,сп,1,20
спектакль,18455,performance,спекта'клем,2,FALSE,inst,sg,сп,сп,0,43
спектакль,18455,performance,спекта'кля,2,FALSE,gen,sg,сп,сп,0,35
специалист,18573,specialist,специали'стом,4,FALSE,inst,sg,сп,сп,2,21
специалист,18573,specialist,специали'стами,4,FALSE,inst,pl,сп,сп,1,178
список,13048,list,спи'ском,1,FALSE,inst,sg,сп,сп,1,110
список,13048,list,спи'сками,1,FALSE,inst,pl,сп,сп,2,40
спокойствие,5966,calm,споко'йствием,2,FALSE,inst,sg,сп,сп,22,42
спорт,7153,Sports,спо'ртом,1,FALSE,inst,sg,сп,сп,0,56
спортсмен,4080,athlete,спортсме'нами,2,FALSE,inst,pl,сп,сп,0,30
способ,26433,way,спо'собом,1,FALSE,inst,sg,сп,сп,1,31
способность,17482,ability,спосо'бностью,2,FALSE,inst,sg,сп,сп,3,62
способность,17482,ability,спосо'бностями,2,FALSE,inst,pl,сп,сп,2,27
справедливость,8099,justice,справедли'востью,3,FALSE,inst,sg,сп,спр,6,20
спуск,4061,descent,спу'ском,1,FALSE,inst,sg,сп,сп,0,31
спутник,6909,Satellite,спу'тником,1,FALSE,inst,sg,сп,сп,4,37
спутник,6909,Satellite,спу'тниками,1,FALSE,inst,pl,сп,сп,2,69
спутник,6909,Satellite,спу'тника,1,FALSE,gen,sg,сп,сп,0,43
спутник,6909,Satellite,спу'тников,1,FALSE,gen,pl,сп,сп,0,26
средство,51347,means,сре'дствами,1,FALSE,inst,pl,ср,ср,13,204
стадион,1776,stadium,стадио'на,3,FALSE,gen,sg,ст,ст,0,40
стадо,4708,herd,ста'дом,1,FALSE,inst,sg,ст,ст,0,51
стадо,4708,herd,стада'ми,2,FALSE,inst,pl,ст,ст,1,32
стаж,1492,experience,ста'жем,1,FALSE,inst,sg,ст,ст,0,167
стакан,12116,glass,стака'ном,2,FALSE,inst,sg,ст,ст,11,208
стакан,12116,glass,стака'нами,2,FALSE,inst,pl,ст,ст,0,28
сталь,47100,Steel,ста'лью,1,FALSE,inst,sg,ст,ст,0,30
стандарт,4643,Standard,станда'ртами,2,FALSE,inst,pl,ст,ст,0,46
становление,2046,becoming,становле'нием,3,FALSE,inst,sg,ст,ст,0,26
станок,3570,machine,станка',2,FALSE,gen,sg,ст,ст,0,23
старец,6871,elder,ста'рцем,1,FALSE,inst,sg,ст,ст,13,44
старец,6871,elder,ста'рцами,1,FALSE,inst,pl,ст,ст,3,20
старик,39896,old man,старико'м,3,FALSE,inst,sg,ст,ст,51,336
старик,39896,old man,старика'ми,3,FALSE,inst,pl,ст,ст,12,127
старичок,4676,old man,старичко'м,3,FALSE,inst,sg,ст,ст,3,26
старость,6271,age,ста'ростью,1,FALSE,inst,sg,ст,ст,2,19
старт,2635,start,ста'рта,1,FALSE,gen,sg,ст,ст,0,60
старший,28905,Senior,ста'ршим,1,FALSE,inst,sg,ст,ст,25,238
старший,28905,Senior,ста'ршими,1,FALSE,inst,pl,ст,ст,11,151
старшой,6781,eldest,старши'м,2,FALSE,inst,sg,ст,ст,25,238
старшой,6781,eldest,старши'ми,2,FALSE,inst,pl,ст,ст,11,151
статус,5315,status,ста'тусом,1,FALSE,inst,sg,ст,ст,0,46
ствол,7709,trunk,стволо'м,2,FALSE,inst,sg,ст,ств,0,36
стекло,16767,glass,стекло'м,2,FALSE,inst,sg,ст,ст,0,58
стекло,16767,glass,стёклами,1,FALSE,inst,pl,ст,ст,0,58
стекло,16767,glass,стекла',2,FALSE,gen,sg,ст,ст,0,33
стен,43443,walls,сте'нами,1,FALSE,inst,pl,ст,ст,2,68
степень,30019,degree,сте'пенью,1,FALSE,inst,sg,ст,ст,2,96
стиль,12238,style,сти'лем,1,FALSE,inst,sg,ст,ст,0,42
стих,28166,verse,сти'хом,1,FALSE,inst,sg,ст,ст,2,27
стих,28166,verse,сти'хами,1,FALSE,inst,pl,ст,ст,3,287
стих,28166,verse,стихо'м,2,FALSE,inst,sg,ст,ст,2,27
стих,28166,verse,стиха'ми,2,FALSE,inst,pl,ст,ст,3,287
стихотворение,7554,poem,стихотворе'нием,4,FALSE,inst,sg,ст,ст,2,31
стоимость,10234,value,сто'имостью,1,FALSE,inst,sg,ст,ст,1,54
стол,69888,table,столо'м,2,FALSE,inst,sg,ст,ст,1,117
стол,69888,table,столо'в,2,FALSE,gen,pl,ст,ст,0,61
столб,7085,column,столба'ми,2,FALSE,inst,pl,ст,ст,0,25
столик,9103,table,сто'ликом,1,FALSE,inst,sg,ст,ст,0,26
столик,9103,table,сто'лика,1,FALSE,gen,sg,ст,ст,0,107
стон,3720,groan,сто'ном,1,FALSE,inst,sg,ст,ст,1,374
стон,3720,groan,сто'нами,1,FALSE,inst,pl,ст,ст,1,36
сторож,4243,guard,сто'рожем,1,FALSE,inst,sg,ст,ст,4,43
сторонник,4302,supporter,сторо'нниками,2,FALSE,inst,pl,ст,ст,1,50
страдание,10802,suffering,страда'нием,2,FALSE,inst,sg,ст,стр,12,66
странность,1879,strangeness,стра'нностями,1,FALSE,inst,pl,ст,стр,0,65
страсть,15855,passion,стра'стью,1,FALSE,inst,sg,ст,стр,16,220
страсть,15855,passion,страстя'ми,2,FALSE,inst,pl,ст,стр,7,56
стрелец,1642,Sagittarius,стрельца'ми,2,FALSE,inst,pl,ст,стр,8,23
стрелок,5838,shooter,стрелка'ми,2,FALSE,inst,pl,ст,стр,7,51
стремление,11265,aspiration,стремле'нием,2,FALSE,inst,sg,ст,стр,20,93
строгость,2204,rigor,стро'гостью,1,FALSE,inst,sg,ст,стр,7,32
строение,7644,structure,строе'нием,2,FALSE,inst,sg,ст,стр,4,18
строитель,4247,builder,строи'телями,2,FALSE,inst,pl,ст,стр,0,44
строительство,16397,Construction,строи'тельством,2,FALSE,inst,sg,ст,стр,1,199
строительство,16397,Construction,строи'тельства,2,FALSE,gen,sg,ст,стр,0,36
студент,18411,student,студе'нтом,2,FALSE,inst,sg,ст,ст,9,76
студент,18411,student,студе'нтами,2,FALSE,inst,pl,ст,ст,5,301
стул,15758,chair,сту'лом,1,FALSE,inst,sg,ст,ст,0,152
стул,15758,chair,сту'льями,1,FALSE,inst,pl,ст,ст,0,48
стул,15758,chair,сту'льев,1,FALSE,gen,pl,ст,ст,0,51
ступень,6740,step,ступе'ней,2,FALSE,gen,pl,ст,ст,1,49
ступень,6740,step,ступене'й,3,FALSE,gen,pl,ст,ст,1,49
стыд,5305,shame,стыдо'м,2,FALSE,inst,sg,ст,ст,11,222
стыд,5305,shame,стыда',2,FALSE,gen,sg,ст,ст,0,151
сценарий,5353,script,сцена'рием,2,FALSE,inst,sg,сц,сц,0,47
счастье,955,happiness,сча'стьем,1,FALSE,inst,sg,сч,сч,2,45
тварь,3397,creature,тва'рью,1,FALSE,inst,sg,тв,тв,22,0
творение,4000,creation,творе'ниями,2,FALSE,inst,pl,тв,тв,22,0
творец,3679,creator,творцо'м,2,FALSE,inst,sg,тв,тв,40,2
творчество,13369,creation,тво'рчеством,1,FALSE,inst,sg,тв,тв,128,0
трактор,3272,tractor,тра'ктором,1,FALSE,inst,sg,тр,тр,34,0
трамвай,4560,tram,трамва'я,2,FALSE,gen,sg,тр,тр,52,0
транспорт,7579,Transport,тра'нспортом,1,FALSE,inst,sg,тр,тр,59,0
транспорт,7579,Transport,транспо'ртом,2,FALSE,inst,sg,тр,тр,59,0
трап,1615,ladder,тра'па,1,FALSE,gen,sg,тр,тр,57,0
требование,23547,requirement,тре'бованием,1,FALSE,inst,sg,тр,тр,659,1
требование,23547,requirement,тре'бованиями,1,FALSE,inst,pl,тр,тр,733,0
тренер,3644,coach,тре'нером,1,FALSE,inst,sg,тр,тр,59,0
третий,49827,third,тре'тьим,1,FALSE,inst,sg,тр,тр,169,0
третий,49827,third,тре'тьими,1,FALSE,inst,pl,тр,тр,39,0
третий,49827,third,тре'тьего,1,FALSE,gen,sg,тр,тр,393,1
трон,2185,throne,тро'на,1,FALSE,gen,sg,тр,тр,68,1
трость,1318,cane,тро'стью,1,FALSE,inst,sg,тр,тр,110,0
тротуар,3853,sidewalk,тротуа'ра,3,FALSE,gen,sg,тр,тр,131,0
тротуар,3853,sidewalk,тротуа'ров,3,FALSE,gen,pl,тр,тр,25,0
трофей,1045,trophy,трофе'ями,2,FALSE,inst,pl,тр,тр,27,0
троцкист,590,Trotskyist,троцки'стами,2,FALSE,inst,pl,тр,тр,37,0
труд,51142,labor,труда'ми,2,FALSE,inst,pl,тр,тр,44,0
трудность,7897,difficulty,тру'дностью,1,FALSE,inst,sg,тр,тр,22,0
трудность,7897,difficulty,тру'дностями,1,FALSE,inst,pl,тр,тр,146,0
трудящийся,3646,working,трудя'щимися,2,FALSE,inst,pl,тр,тр,41,0
труп,7954,corpse,тру'пом,1,FALSE,inst,sg,тр,тр,86,0
труп,7954,corpse,тру'пами,1,FALSE,inst,pl,тр,тр,52,0
труп,7954,corpse,тру'па,1,FALSE,gen,sg,тр,тр,25,0
тьма,8016,dark,тьмо'ю,1,FALSE,inst,sg,ть,тьм,21,3
флаг,5805,flag,фла'гом,1,FALSE,inst,sg,фл,фл,79,0
флаг,5805,flag,фла'гами,1,FALSE,inst,pl,фл,фл,70,0
флажок,838,flag,флажко'м,2,FALSE,inst,sg,фл,фл,21,0
флажок,838,flag,флажка'ми,2,FALSE,inst,pl,фл,фл,36,0
фланг,5036,flank,фла'нга,1,FALSE,gen,sg,фл,фл,116,1
фланг,5036,flank,фла'нгов,1,FALSE,gen,pl,фл,фл,131,0
флот,9417,fleet,фло'том,1,FALSE,inst,sg,фл,фл,61,12
флот,9417,fleet,фло'та,1,FALSE,gen,sg,фл,фл,36,0
флот,9417,fleet,фло'том,1,FALSE,inst,sg,фл,фл,61,12
флот,9417,fleet,фло'та,1,FALSE,gen,sg,фл,фл,36,0
француз,12014,Frenchman,францу'зом,2,FALSE,inst,sg,фр,фр,73,2
француз,12014,Frenchman,францу'зами,2,FALSE,inst,pl,фр,фр,277,7
фронт,23956,front,фро'нтом,1,FALSE,inst,sg,фр,фр,41,0
фронт,23956,front,фронто'в,2,FALSE,gen,pl,фр,фр,49,0
фрукт,3081,fruit,фру'ктами,1,FALSE,inst,pl,фр,фр,182,0
хвост,10771,tail,хвосто'м,2,FALSE,inst,sg,хв,хв,129,1
хвост,10771,tail,хвоста'ми,2,FALSE,inst,pl,хв,хв,47,0
хвост,10771,tail,хвоста',2,FALSE,gen,sg,хв,хв,57,0
хвостик,1097,tail,хво'стиком,1,FALSE,inst,sg,хв,хв,138,0
хвостик,1097,tail,хво'стиками,1,FALSE,inst,pl,хв,хв,24,0
хлеб,28104,bread,хле'бом,1,FALSE,inst,sg,хл,хл,706,0
хлеб,28104,bread,хле'ба,1,FALSE,gen,sg,хл,хл,75,0
хлеб,28104,bread,хле'бом,1,FALSE,inst,sg,хл,хл,706,0
хлеб,28104,bread,хле'ба,1,FALSE,gen,sg,хл,хл,75,0
хлопец,1318,boy,хло'пцами,1,FALSE,inst,pl,хл,хл,29,0
храм,15431,temple,хра'мом,1,FALSE,inst,sg,хр,хр,73,1
хранение,4417,storage,хране'нием,2,FALSE,inst,sg,хр,хр,21,1
хребет,4073,ridge,хребта',2,FALSE,gen,sg,хр,хр,31,0
христианин,6546,Christian,христиана'ми,4,FALSE,inst,pl,хр,хр,49,0
христианство,6208,Christianity,христиа'нством,3,FALSE,inst,sg,хр,хр,130,0
цвет,31175,color,цве'том,1,FALSE,inst,sg,цв,цв,105,1
цвет,31175,color,цвета'ми,2,FALSE,inst,pl,цв,цв,709,2
цвет,31175,color,цвето'в,2,FALSE,gen,pl,цв,цв,20,1
цвет,31175,color,цве'том,1,FALSE,inst,sg,цв,цв,105,1
цвет,31175,color,цве'тами,1,FALSE,inst,pl,цв,цв,709,2
цвет,31175,color,цве'тов,1,FALSE,gen,pl,цв,цв,20,1
цветок,22483,flower,цветко'м,2,FALSE,inst,sg,цв,цв,94,0
цветок,22483,flower,цветка',2,FALSE,gen,sg,цв,цв,38,0
цветок,22483,flower,цветко'м,2,FALSE,inst,sg,цв,цв,94,0
цветок,22483,flower,цвета'ми,2,FALSE,inst,pl,цв,цв,709,2
цветок,22483,flower,цветка',2,FALSE,gen,sg,цв,цв,38,0
цветок,22483,flower,цвето'в,2,FALSE,gen,pl,цв,цв,20,1
цветочек,1424,floret,цвето'чками,2,FALSE,inst,pl,цв,цв,67,0
член,37184,Member,чле'ном,1,FALSE,inst,sg,чл,чл,100,0
член,37184,Member,чле'нами,1,FALSE,inst,pl,чл,чл,330,0
член,37184,Member,чле'ном,1,FALSE,inst,sg,чл,чл,100,0
член,37184,Member,чле'нами,1,FALSE,inst,pl,чл,чл,330,0
чтение,11490,reading,чте'нием,1,FALSE,inst,sg,чт,чт,99,0
чтение,11490,reading,чте'ния,1,FALSE,gen,sg,чт,чт,20,1
швед,2661,Swede,шве'дами,1,FALSE,inst,pl,шв,шв,34,131
швейцар,1956,doorman,швейца'ром,2,FALSE,inst,sg,шв,шв,13,31
школьник,3614,schoolboy,шко'льниками,1,FALSE,inst,pl,шк,шк,1,55
шланг,1290,hose,шла'нгом,1,FALSE,inst,sg,шл,шл,1,21
шлем,2330,helmet,шле'мом,1,FALSE,inst,sg,шл,шл,1,23
шнур,1395,cord,шнура'ми,2,FALSE,inst,pl,шн,шн,21,14
шнурок,1200,lace,шнурка'ми,2,FALSE,inst,pl,шн,шн,2,30
шприц,852,syringe,шпри'цем,1,FALSE,inst,sg,шп,шпр,0,31
шрам,1373,scar,шра'мом,1,FALSE,inst,sg,шр,шр,3,130
штаб,18153,headquarters,шта'бом,1,FALSE,inst,sg,шт,шт,13,233
штаб,18153,headquarters,шта'бами,1,FALSE,inst,pl,шт,шт,3,29
штаб,18153,headquarters,шта'бом,1,FALSE,inst,sg,шт,шт,13,233
штаб,18153,headquarters,штаба'ми,2,FALSE,inst,pl,шт,шт,3,29
штамп,1357,stamp,шта'мпом,1,FALSE,inst,sg,шт,шт,2,45
штат,7914,staff,шта'том,1,FALSE,inst,sg,шт,шт,4,24
штат,7914,staff,шта'тами,1,FALSE,inst,pl,шт,шт,5,18
штат,7914,staff,шта'тов,1,FALSE,gen,pl,шт,шт,38,1
штраф,3690,fine,штра'фом,1,FALSE,inst,sg,шт,штр,0,90
штык,3177,bayonet,штыко'м,2,FALSE,inst,sg,шт,шт,7,52
штык,3177,bayonet,штыка'ми,2,FALSE,inst,pl,шт,шт,5,58
