"cluster","stress","rime","s_better","subject","word"
"sht","initial","Ix",FALSE,"451","shtIx"
"k","initial","Ib",TRUE,"451","kIb"
"vz","final","ib",TRUE,"451","vzib"
"fs","initial","Iv",TRUE,"451","fsIv"
"rn","final","iv",TRUE,"455","rniv"
"ms","initial","Ub",FALSE,"455","msUb"
"fs","final","un",TRUE,"455","fsun"
"vd","initial","Um",TRUE,"455","vdUm"
"xr","initial","Ig",TRUE,"455","xrIg"
"shr","final","uk",FALSE,"455","shruk"
"rd","final","ug",TRUE,"455","rdug"
"k","final","iz",TRUE,"455","kiz"
"vz","initial","Up",FALSE,"455","vzUp"
"sht","final","in",FALSE,"455","shtin"
"xs","initial","Ix",TRUE,"455","xsIx"
"vn","final","un",TRUE,"455","vnun"
"xr","final","um",TRUE,"455","xrum"
"vz","final","in",TRUE,"455","vzin"
"ms","initial","Iz",TRUE,"455","msIz"
"sht","initial","Up",FALSE,"455","shtUp"
"fs","initial","In",FALSE,"455","fsIn"
"vd","initial","In",TRUE,"455","vdIn"
"rn","final","ug",TRUE,"455","rnug"
"shr","initial","Un",FALSE,"455","shrUn"
"k","final","up",FALSE,"455","kup"
"vn","initial","Up",TRUE,"455","vnUp"
"xs","final","in",FALSE,"455","xsin"
"rd","final","ig",TRUE,"455","rdig"
"vn","initial","Id",TRUE,"455","vnId"
"rd","initial","Iv",TRUE,"455","rdIv"
"fs","initial","Um",TRUE,"455","fsUm"
"shr","final","ib",TRUE,"455","shrib"
"rn","initial","Ix",FALSE,"455","rnIx"
"xr","initial","Ub",TRUE,"455","xrUb"
"sht","initial","Ib",FALSE,"455","shtIb"
"ms","final","ix",TRUE,"455","msix"
"vz","initial","Id",TRUE,"455","vzId"
"vd","final","iz",TRUE,"455","vdiz"
"xs","final","up",TRUE,"455","xsup"
"k","initial","Uf",TRUE,"455","kUf"
"vn","final","ib",TRUE,"455","vnib"
"xs","initial","Uk",FALSE,"455","xsUk"
"sht","final","un",FALSE,"455","shtun"
"k","initial","Iv",TRUE,"455","kIv"
"vz","final","ub",TRUE,"455","vzub"
"vd","final","uk",TRUE,"455","vduk"
"rd","initial","Un",FALSE,"455","rdUn"
"ms","final","uf",TRUE,"455","msuf"
"rn","initial","Uf",FALSE,"455","rnUf"
"fs","final","ig",TRUE,"455","fsig"
"xr","final","iv",TRUE,"455","xriv"
"shr","initial","Iv",TRUE,"455","shrIv"
"rn","final","uk",FALSE,"462","rnuk"
"vz","initial","Un",FALSE,"462","vzUn"
"ms","final","um",FALSE,"462","msum"
"sht","final","ug",FALSE,"462","shtug"
"vd","final","ib",TRUE,"462","vdib"
"rd","initial","In",FALSE,"462","rdIn"
"shr","final","um",FALSE,"462","shrum"
"k","initial","Ug",TRUE,"462","kUg"
"fs","initial","Iv",FALSE,"462","fsIv"
"xr","initial","Id",TRUE,"462","xrId"
"xs","initial","Iz",FALSE,"462","xsIz"
"vn","final","ig",FALSE,"462","vnig"
"rd","final","ub",FALSE,"462","rdub"
"k","final","id",TRUE,"462","kid"
"vn","final","ug",TRUE,"462","vnug"
"vd","final","uf",TRUE,"462","vduf"
"rn","final","ig",FALSE,"462","rnig"
"xr","initial","Uf",TRUE,"462","xrUf"
"sht","initial","Um",TRUE,"462","shtUm"
"shr","initial","Ix",FALSE,"462","shrIx"
"vz","initial","Iv",TRUE,"462","vzIv"
"ms","initial","Ig",FALSE,"462","msIg"
"xs","final","un",TRUE,"462","xsun"
"fs","initial","Uk",FALSE,"462","fsUk"
"vd","initial","Iv",FALSE,"462","vdIv"
"xr","final","ix",FALSE,"462","xrix"
"vn","initial","In",FALSE,"462","vnIn"
"rd","final","ib",TRUE,"462","rdib"
"vz","final","uk",TRUE,"462","vzuk"
"rn","initial","Ub",FALSE,"462","rnUb"
"fs","final","up",FALSE,"462","fsup"
"ms","final","in",TRUE,"462","msin"
"shr","final","in",FALSE,"462","shrin"
"k","initial","Ib",TRUE,"462","kIb"
"sht","initial","Ix",FALSE,"462","shtIx"
"xs","initial","Um",FALSE,"462","xsUm"
"vn","initial","Ub",TRUE,"462","vnUb"
"vz","final","ib",FALSE,"462","vzib"
"vd","initial","Up",TRUE,"462","vdUp"
"rn","initial","In",TRUE,"462","rnIn"
"xs","final","iv",TRUE,"462","xsiv"
"sht","final","iz",FALSE,"462","shtiz"
"shr","initial","Up",FALSE,"462","shrUp"
"rd","initial","Uk",TRUE,"462","rdUk"
"k","final","un",TRUE,"462","kun"
"fs","final","ix",TRUE,"462","fsix"
"ms","initial","Up",TRUE,"462","msUp"
"xr","final","un",TRUE,"462","xrun"
"vz","initial","Up",FALSE,"467","vzUp"
"vn","final","un",FALSE,"467","vnun"
"xr","initial","Ub",TRUE,"467","xrUb"
"shr","final","uk",FALSE,"467","shruk"
"xs","initial","Ix",FALSE,"467","xsIx"
"rn","final","ug",TRUE,"467","rnug"
"fs","final","ig",FALSE,"467","fsig"
"rd","final","ug",TRUE,"467","rdug"
"k","initial","Iv",TRUE,"467","kIv"
"ms","final","ix",FALSE,"467","msix"
"sht","final","in",FALSE,"467","shtin"
"vd","final","iz",FALSE,"467","vdiz"
"xr","initial","Ig",FALSE,"467","xrIg"
"fs","initial","Um",FALSE,"467","fsUm"
"vz","final","in",FALSE,"467","vzin"
"ms","final","uf",FALSE,"467","msuf"
"vd","initial","Um",FALSE,"467","vdUm"
"rn","initial","Ix",FALSE,"467","rnIx"
"k","final","up",FALSE,"467","kup"
"vn","initial","Id",FALSE,"467","vnId"
"rd","initial","Iv",FALSE,"467","rdIv"
"shr","initial","Iv",FALSE,"467","shrIv"
"sht","final","un",FALSE,"467","shtun"
"xs","final","up",FALSE,"467","xsup"
"fs","initial","In",FALSE,"467","fsIn"
"vn","initial","Up",TRUE,"467","vnUp"
"xs","initial","Uk",FALSE,"467","xsUk"
"ms","initial","Ub",FALSE,"467","msUb"
"vd","initial","In",TRUE,"467","vdIn"
"sht","initial","Ib",FALSE,"467","shtIb"
"rn","final","iv",FALSE,"467","rniv"
"k","initial","Uf",TRUE,"467","kUf"
"shr","final","ib",FALSE,"467","shrib"
"vz","initial","Id",FALSE,"467","vzId"
"rd","initial","Un",TRUE,"467","rdUn"
"xr","final","um",TRUE,"467","xrum"
"xr","final","iv",TRUE,"467","xriv"
"vn","final","ib",FALSE,"467","vnib"
"ms","initial","Iz",FALSE,"467","msIz"
"rd","final","ig",FALSE,"467","rdig"
"vz","final","ub",FALSE,"467","vzub"
"rn","initial","Uf",TRUE,"467","rnUf"
"fs","final","un",FALSE,"467","fsun"
"k","final","iz",TRUE,"467","kiz"
"vd","final","uk",TRUE,"467","vduk"
"shr","initial","Un",FALSE,"467","shrUn"
"sht","initial","Up",FALSE,"467","shtUp"
"xs","final","in",TRUE,"467","xsin"
"fs","initial","Uk",FALSE,"473","fsUk"
"ms","final","in",FALSE,"473","msin"
"rd","initial","In",FALSE,"473","rdIn"
"vd","initial","Iv",FALSE,"473","vdIv"
"vz","initial","Iv",FALSE,"473","vzIv"
"xs","final","un",FALSE,"473","xsun"
"k","final","un",TRUE,"473","kun"
"shr","final","in",FALSE,"473","shrin"
"vn","initial","In",FALSE,"473","vnIn"
"sht","initial","Ix",FALSE,"473","shtIx"
"rn","initial","Ub",FALSE,"473","rnUb"
"xr","initial","Id",TRUE,"473","xrId"
"xr","final","un",TRUE,"473","xrun"
"shr","initial","Up",FALSE,"473","shrUp"
"vz","initial","Un",FALSE,"473","vzUn"
"sht","final","iz",FALSE,"473","shtiz"
"xs","final","iv",FALSE,"473","xsiv"
"k","initial","Ib",TRUE,"473","kIb"
"ms","initial","Up",FALSE,"473","msUp"
"vd","final","uf",FALSE,"473","vduf"
"fs","final","ix",FALSE,"473","fsix"
"rn","initial","In",FALSE,"473","rnIn"
"rd","final","ib",FALSE,"473","rdib"
"vn","initial","Ub",FALSE,"473","vnUb"
"vd","initial","Up",FALSE,"473","vdUp"
"k","final","id",TRUE,"473","kid"
"rd","final","ub",FALSE,"473","rdub"
"shr","initial","Ix",FALSE,"473","shrIx"
"fs","initial","Iv",FALSE,"473","fsIv"
"vz","final","ib",FALSE,"473","vzib"
"rn","final","ig",FALSE,"473","rnig"
"sht","initial","Um",FALSE,"473","shtUm"
"vn","final","ig",TRUE,"473","vnig"
"ms","final","um",FALSE,"473","msum"
"xs","initial","Um",TRUE,"473","xsUm"
"xr","final","ix",FALSE,"473","xrix"
"vn","final","ug",FALSE,"473","vnug"
"vd","final","ib",FALSE,"473","vdib"
"xs","initial","Iz",FALSE,"473","xsIz"
"xr","initial","Uf",TRUE,"473","xrUf"
"rd","initial","Uk",TRUE,"473","rdUk"
"k","initial","Ug",TRUE,"473","kUg"
"fs","final","up",FALSE,"473","fsup"
"sht","final","ug",FALSE,"473","shtug"
"vz","final","uk",FALSE,"473","vzuk"
"ms","initial","Ig",FALSE,"473","msIg"
"rn","final","uk",TRUE,"473","rnuk"
"shr","final","um",TRUE,"473","shrum"
"vn","final","ib",TRUE,"475","vnib"
"sht","final","un",FALSE,"475","shtun"
"rn","final","iv",FALSE,"475","rniv"
"xs","initial","Uk",FALSE,"475","xsUk"
"ms","final","uf",TRUE,"475","msuf"
"vz","initial","Id",FALSE,"475","vzId"
"vd","final","uk",TRUE,"475","vduk"
"fs","initial","Um",FALSE,"475","fsUm"
"rd","final","ug",FALSE,"475","rdug"
"shr","final","uk",FALSE,"475","shruk"
"xr","initial","Ub",TRUE,"475","xrUb"
"k","final","up",FALSE,"475","kup"
"vz","final","in",TRUE,"475","vzin"
"rn","final","ug",TRUE,"475","rnug"
"xr","final","iv",TRUE,"475","xriv"
"vn","initial","Up",FALSE,"475","vnUp"
"vd","initial","In",TRUE,"475","vdIn"
"shr","initial","Un",FALSE,"475","shrUn"
"ms","initial","Iz",FALSE,"475","msIz"
"fs","final","un",TRUE,"475","fsun"
"k","initial","Uf",TRUE,"475","kUf"
"rd","final","ig",FALSE,"475","rdig"
"sht","initial","Up",FALSE,"475","shtUp"
"xs","final","up",FALSE,"475","xsup"
"vd","initial","Um",FALSE,"475","vdUm"
"vn","final","un",TRUE,"475","vnun"
"rn","initial","Uf",TRUE,"475","rnUf"
"vz","initial","Up",FALSE,"475","vzUp"
"rd","initial","Un",FALSE,"475","rdUn"
"k","initial","Iv",TRUE,"475","kIv"
"sht","final","in",FALSE,"475","shtin"
"fs","initial","In",FALSE,"475","fsIn"
"xs","final","in",FALSE,"475","xsin"
"shr","final","ib",FALSE,"475","shrib"
"ms","final","ix",FALSE,"475","msix"
"xr","final","um",FALSE,"475","xrum"
"xr","initial","Ig",TRUE,"475","xrIg"
"vn","initial","Id",TRUE,"475","vnId"
"rd","initial","Iv",FALSE,"475","rdIv"
"rn","initial","Ix",FALSE,"475","rnIx"
"shr","initial","Iv",FALSE,"475","shrIv"
"xs","initial","Ix",TRUE,"475","xsIx"
"k","final","iz",TRUE,"475","kiz"
"sht","initial","Ib",FALSE,"475","shtIb"
"vz","final","ub",TRUE,"475","vzub"
"fs","final","ig",FALSE,"475","fsig"
"vd","final","iz",FALSE,"475","vdiz"
"ms","initial","Ub",FALSE,"475","msUb"
"fs","final","ix",FALSE,"481","fsix"
"vn","final","ig",FALSE,"481","vnig"
"vz","initial","Un",FALSE,"481","vzUn"
"sht","initial","Ix",FALSE,"481","shtIx"
"ms","initial","Ig",FALSE,"481","msIg"
"rd","initial","Uk",FALSE,"481","rdUk"
"k","initial","Ug",TRUE,"481","kUg"
"xs","initial","Iz",TRUE,"481","xsIz"
"shr","initial","Ix",FALSE,"481","shrIx"
"vd","final","uf",FALSE,"481","vduf"
"xr","final","ix",FALSE,"481","xrix"
"rn","final","uk",FALSE,"481","rnuk"
"vn","initial","In",TRUE,"481","vnIn"
"fs","final","up",FALSE,"481","fsup"
"sht","final","ug",FALSE,"481","shtug"
"k","final","id",TRUE,"481","kid"
"rd","final","ib",FALSE,"481","rdib"
"vd","initial","Up",FALSE,"481","vdUp"
"rn","initial","In",TRUE,"481","rnIn"
"xr","initial","Uf",TRUE,"481","xrUf"
"vz","final","ib",TRUE,"481","vzib"
"xs","final","iv",FALSE,"481","xsiv"
"shr","final","um",TRUE,"481","shrum"
"ms","final","in",FALSE,"481","msin"
"sht","final","iz",FALSE,"481","shtiz"
"vd","final","ib",TRUE,"481","vdib"
"shr","initial","Up",FALSE,"481","shrUp"
"rn","initial","Ub",TRUE,"481","rnUb"
"vn","final","ug",TRUE,"481","vnug"
"xs","final","un",FALSE,"481","xsun"
"fs","initial","Uk",TRUE,"481","fsUk"
"rd","initial","In",TRUE,"481","rdIn"
"ms","initial","Up",FALSE,"481","msUp"
"vz","initial","Iv",FALSE,"481","vzIv"
"k","final","un",TRUE,"481","kun"
"xr","final","un",TRUE,"481","xrun"
"shr","final","in",FALSE,"481","shrin"
"xs","initial","Um",TRUE,"481","xsUm"
"fs","initial","Iv",TRUE,"481","fsIv"
"xr","initial","Id",TRUE,"481","xrId"
"ms","final","um",TRUE,"481","msum"
"k","initial","Ib",TRUE,"481","kIb"
"sht","initial","Um",TRUE,"481","shtUm"
"rd","final","ub",TRUE,"481","rdub"
"rn","final","ig",TRUE,"481","rnig"
"vz","final","uk",TRUE,"481","vzuk"
"vd","initial","Iv",TRUE,"481","vdIv"
"vn","initial","Ub",TRUE,"481","vnUb"
"rd","initial","Un",TRUE,"484","rdUn"
"fs","initial","Um",FALSE,"484","fsUm"
"k","final","up",FALSE,"484","kup"
"vn","initial","Up",TRUE,"484","vnUp"
"xs","final","up",TRUE,"484","xsup"
"vd","final","uk",FALSE,"484","vduk"
"shr","initial","Un",FALSE,"484","shrUn"
"xr","initial","Ub",TRUE,"484","xrUb"
"ms","final","uf",FALSE,"484","msuf"
"sht","final","in",FALSE,"484","shtin"
"rn","final","ug",FALSE,"484","rnug"
"vz","initial","Id",FALSE,"484","vzId"
"vn","initial","Id",TRUE,"484","vnId"
"sht","final","un",FALSE,"484","shtun"
"fs","initial","In",FALSE,"484","fsIn"
"rd","initial","Iv",FALSE,"484","rdIv"
"k","final","iz",TRUE,"484","kiz"
"shr","final","uk",TRUE,"484","shruk"
"vz","final","in",FALSE,"484","vzin"
"rn","initial","Ix",FALSE,"484","rnIx"
"vd","initial","Um",FALSE,"484","vdUm"
"xs","initial","Ix",TRUE,"484","xsIx"
"ms","initial","Ub",FALSE,"484","msUb"
"xr","final","iv",TRUE,"484","xriv"
"vd","initial","In",FALSE,"484","vdIn"
"rn","final","iv",TRUE,"484","rniv"
"sht","initial","Ib",FALSE,"484","shtIb"
"k","initial","Uf",TRUE,"484","kUf"
"vz","initial","Up",TRUE,"484","vzUp"
"shr","final","ib",TRUE,"484","shrib"
"rd","final","ug",TRUE,"484","rdug"
"fs","final","ig",FALSE,"484","fsig"
"xs","final","in",FALSE,"484","xsin"
"ms","final","ix",TRUE,"484","msix"
"vn","final","ib",FALSE,"484","vnib"
"xr","final","um",TRUE,"484","xrum"
"vd","final","iz",TRUE,"484","vdiz"
"ms","initial","Iz",TRUE,"484","msIz"
"fs","final","un",FALSE,"484","fsun"
"vn","final","un",TRUE,"484","vnun"
"xr","initial","Ig",TRUE,"484","xrIg"
"xs","initial","Uk",TRUE,"484","xsUk"
"k","initial","Iv",TRUE,"484","kIv"
"rn","initial","Uf",TRUE,"484","rnUf"
"vz","final","ub",FALSE,"484","vzub"
"sht","initial","Up",FALSE,"484","shtUp"
"shr","initial","Iv",TRUE,"484","shrIv"
"rd","final","ig",TRUE,"484","rdig"
